repo_id,user_id
770,1165197
770,6901929
864,2091093
864,3595525
32547590,5891249
6218854,4388244
6218854,27461387
6218870,1036725
6282369,679173
6282369,1621626
3601879,1793832
33798353,5665495
33798353,6172723
27586452,945819
27586452,1320078
27601818,731102
27601818,2325484
27601818,7337317
27601818,8057330
2847808,2849184
2847808,8237678
2847808,9647669
5313,200835
5313,423707
5313,7762775
5455,109798
5455,1007276
5455,8140866
5603,98510
5635,689298
5635,6814708
5635,7939278
5754,67918
5754,87816
6026,130416
6026,323216
6026,866633
6026,1703608
6151,4760
6151,215685
6177,410559
6313,96148
6313,132121
6313,232581
6313,260163
6313,1189657
6313,1256377
6313,1511158
6313,2880301
6313,2981962
6313,3524200
6313,3854815
6313,3959546
6313,4682584
6313,8563684
6550,220712
6550,679173
6550,1084015
6550,2017789
6550,7345805
6550,8024352
6550,8684519
6550,9509997
6782,60180
6806,422281
14718721,10897841
1961397,445749
1996840,499156
1996840,4658335
1996840,8140866
13459418,8707534
13465629,59969
13465629,622530
13465629,981385
13465629,1836012
13465629,30689890
13516781,4388244
13516781,4648201
19388,496901
19388,1979481
19388,2085673
19388,4087924
19550,102102
20629,185326
16523249,381698
21274,13405
21274,220249
21274,259327
21274,787572
21274,1253455
22007,1493477
22616,203439
22791,108640
22791,145837
13576983,135618
13613053,1324890
13613053,5747821
13613053,7386281
13613053,8702955
5424298,149180
5424298,8211816
5504302,4654
5504302,1159334
5507363,3459344
2981995,6452421
2989453,4570678
2989453,6586214
2989453,12372439
8937352,89482
8941324,3388268
8941324,6823736
8970646,627906
8977387,810604
8977387,4087457
8977387,7609072
8977387,9085273
8977387,11469574
7704341,1961473
7704341,2331731
7704341,2652422
7704341,6466208
7735464,333661
3075805,7828136
3094909,4376623
3103499,7834895
3103499,9628249
18521760,65660
18521760,197259
18521760,201185
18521760,498830
18521760,1471417
18521760,1514113
18521760,1784972
18521760,7275627
18743313,2618833
3676758,1285916
3676758,1475876
3676758,3541958
3676758,9625305
3720099,4263642
3720099,6832004
3720099,8755988
3720099,10872334
3722347,2212573
3722347,4538376
3746639,76987
10576004,203331
10576004,594878
10589192,2248977
10589192,4728751
10643410,4754293
10663640,1030641
28864177,1468891
28947324,337709
28947324,7815934
29046908,4998508
29046908,8005814
29046908,11606717
29052115,6705096
29052115,10661277
10766377,332763
10766377,3090389
10766377,4432573
10766377,4766133
10766377,6071716
10777706,853835
10777706,1178316
10778840,82886
10778840,242827
10778840,890097
10778840,8107851
10778840,8560370
10778840,11510157
10778840,11753206
9663874,3454
9663874,10121
9663874,126768
9663874,328292
9663874,721031
9663874,3374520
9664377,219383
9664377,1684668
9664377,8053424
9673869,133209
9673869,353947
9673869,1031931
9673869,3478804
11209921,137308
11216582,1041906
11227723,184935
11227723,8702955
11232856,167271
11313132,351157
11313132,3497181
38729608,2522886
38729608,3479356
13752290,867171
4281101,4548473
4303414,5930575
4376706,3534758
4391700,12809599
9039695,546267
9122949,11602
9122949,294423
9122949,2746834
9122949,8004457
9122949,9340908
12159636,6516141
12159636,9220708
7930999,545545
7930999,850329
7930999,2339563
7930999,6103338
7931007,1205881
7931007,2476704
6815,296489
6815,1003257
6815,1314500
6815,2564458
6815,6354753
6815,7394690
7074,281947
7074,1506659
7074,2840794
7074,6965469
7294,193434
7294,306917
7294,622530
7294,1014623
7580,74709
7608,172434
3870950,1292004
3870950,7533091
7845,9509997
7845,10002271
7949,27556
7949,115486
7949,162787
7949,1701663
8016,4654
8016,2195993
8109,981438
8109,11765179
8184,82362
8184,128385
8514,10390043
8763,305665
8763,1032849
8763,6462054
3905191,81336
3905191,731102
3905191,1679031
3905191,1788015
3905191,2325484
3905191,3879381
3905191,8808058
53860,1716223
14945138,1504534
14945138,11158808
14965067,9662056
15012233,494973
15012233,6071292
15039139,3866679
931,793173
940,25455
940,60480
940,216003
940,431907
961,11633204
992,53309
992,196585
1018,426
1018,94670
1018,194432
1018,308052
1018,914878
1018,3972471
1018,6937725
1085,166933
1085,388439
1085,527464
1088,80707
1088,202643
1088,1689250
1088,3950740
1088,4244341
1088,7068784
1088,7396754
1088,9801081
1142,2111393
1226,7276
1226,185378
1226,339055
1226,858392
1226,915579
1226,2097663
15114954,2941991
10832091,981438
10847503,24067
10847503,79169
10847503,2299005
10874647,4457251
10874647,4539667
10874647,4883417
6437914,1214898
6437914,2066311
6437914,2454982
6437914,3096786
6445576,129234
6445576,1214290
6445576,3481750
6445576,11187148
34222729,691395
34222729,3604805
34452887,598522
34452887,2026982
34452887,3144482
34452887,9293612
34452887,12817957
1226,3934302
1226,6688201
1229,47151
1229,179077
1229,328292
1229,527400
1229,980841
1229,1106632
1229,1113969
1273,8852423
1273,10023028
1273,10102746
1334,161012
1334,192894
1334,473252
1334,2015623
1334,3871575
1358,2852443
1381,1837970
1381,8206967
1434,181756
1434,407801
1486,276060
1486,545545
1486,1404600
1486,2809864
1566,91991
1566,103818
1566,214021
1566,1757386
9877,57246
9877,127795
10610,294490
10610,499318
6547465,2959051
6550745,1524979
6611508,47717
6611508,429675
6611508,3442166
6611508,3497547
6611508,6243114
6619345,69197
6619345,90279
6619345,261142
6619345,397264
17050410,21083
17050410,1770697
17050410,2454169
17050410,2464812
96553,3197125
96553,9227775
17302594,933118
15589097,6071292
15592045,6373649
15599973,1602749
9861851,23521
9861851,2618833
9906217,200359
29120053,332763
29120053,1742128
29120053,2564458
29261651,489033
29261651,1106632
18810686,7682490
18810686,10102746
18904813,738966
18904813,8032401
19010386,8015987
29550241,8763543
29635015,30530994
5659677,4904
5659677,890097
5659677,944166
5659677,1233054
5659677,1461757
5768596,7486661
5768596,13680231
5800439,1983415
19010386,30677746
1043143,306917
1043143,1364548
1043143,1444430
1043143,2409145
1043143,3655688
1043143,6155186
1043143,8065315
1155356,177701
1155356,409678
1155356,902749
1155356,1919930
1155356,3047500
1155356,4894728
1155356,5939494
1155356,11909967
5831963,385333
5831963,919438
5831963,9186231
5846748,2543303
5846748,3742085
5846748,11889285
4560965,2225158
4563494,9681687
4591222,221218
4591222,622646
40062388,6122567
11461596,6212729
11474326,399745
11474326,1007284
11474326,6833873
11475003,2756944
11491258,113527
11491258,854536
12343173,335411
12343173,1090630
10011155,8684519
30077940,10909235
12607152,1038202
12607152,3298619
35017569,10949844
17797320,552881
17797320,3796328
17797320,3891672
17797320,6876120
17797320,8655150
4708601,274875
4708601,299641
4708601,544410
4708601,1257018
4708601,1387203
4730679,6234090
4730679,10023028
35342689,505724
35342689,1823599
35342689,7265601
35342689,7649609
4876188,16401
4876188,1471417
4876188,3370825
1566,2543012
1646,17849
1646,222242
1707,66782
1707,130416
1707,982572
1742,2326469
1834,2361133
1834,3203064
1920,62808
1920,133209
1920,199008
1920,4194877
1920,6601751
1920,9795741
1930,149548
1930,3027923
2007,193200
2007,415761
2112,431270
2112,1016569
2112,1733395
2112,1961473
143612,403417
143612,2297472
143612,6072228
143612,12251364
146476,3714055
146476,6975231
146476,7291825
6619345,3168322
6619345,4732157
6619345,7452667
6690250,338502
6690250,684894
6702646,1296736
6702646,2981882
6772800,169470
6772800,203331
6772800,789296
6772800,820848
2122,706029
2122,1619367
2122,2689832
2122,3081232
2122,7870317
2558,167932
2558,707405
2558,829025
2558,4104505
2691,16579
2691,1459672
11608399,117421
11608399,915193
11608399,6965469
11619995,6362752
11620775,178035
11632333,83742
11632333,2944937
11632333,3755007
11632333,9188561
11654350,12246177
12680085,211736
12680085,2112003
12680085,4013917
12680085,4242434
12680085,5519353
12680085,5844479
12680085,6648699
12683126,914884
12683126,1272746
12683126,7860477
